,schoolyear,County,DistrictName,SchoolName,Percent
320,2014-15,Pierce,Tacoma School District,MANN ELEMENTARY SCHOOL,0.2963
321,2014-15,Pierce,Tacoma School District,GRANT ELEMENTARY SCHOOL,0.79661
322,2014-15,Pierce,Tacoma School District,BRYANT MONTESSORI SCHOOL,0.58333
323,2014-15,Pierce,Tacoma School District,BIRNEY ELEMENTARY SCHOOL,0.14815
324,2014-15,Pierce,Tacoma School District,WHITTIER ELEMENTARY SCHOOL,0.21348
325,2014-15,Pierce,Tacoma School District,MCCARVER ELEMENTARY SCHOOL,0.44318
326,2014-15,Pierce,Tacoma School District,SKYLINE ELEMENTARY SCHOOL,0.51563
327,2014-15,Pierce,Tacoma School District,BOZE ELEMENTARY SCHOOL,0.5
328,2014-15,Pierce,Tacoma School District,CRESCENT HEIGHTS ELEMENTARY SCHOOL,0.7027
329,2014-15,,Carbonado School District,CARBONADO HISTORICAL SCHOOL 19,0.70588
330,2014-15,Pierce,Sumner School District,MAPLE LAWN ELEMENTARY,0.36842
331,2014-15,Pierce,Sumner School District,BONNEY LAKE ELEMENTARY,0.35065
332,2014-15,Pierce,Sumner School District,DONALD EISMANN ELEMENTARY,0.64286
333,2014-15,Pierce,Sumner School District,VICTOR FALLS ELEMENTARY,0.60417
334,2014-15,Pierce,Sumner School District,EMERALD HILLS ELEMENTARY,0.68627
335,2014-15,Pierce,Sumner School District,LIBERTY RIDGE ELEMENTARY,0.52113
336,2014-15,Pierce,Sumner School District,CRESTWOOD ELEMENTARY,0.68182
337,2014-15,Pierce,Sumner School District,DAFFODIL VALLEY ELEMENTARY,0.51613
338,2014-15,Pierce,Clover Park School District,PARK LODGE ELEMENTARY SCHOOL,0.36364
339,2014-15,Pierce,Clover Park School District,TILLICUM ELEMENTARY SCHOOL,0.14035
340,2014-15,Pierce,Clover Park School District,LAKEVIEW HOPE ACADEMY,0.19767
341,2014-15,Pierce,Clover Park School District,CUSTER ELEMENTARY SCHOOL,0.54
342,2014-15,Pierce,Clover Park School District,SOUTHGATE ELEMENTARY SCHOOL (CLOSED AFTER 2014-2015 SCHOOL YEAR),0.05455
343,2014-15,Pierce,Clover Park School District,TYEE PARK ELEMENTARY SCHOOL,0.34783
344,2014-15,Pierce,Clover Park School District,HILLSIDE ELEMENTARY SCHOOL,0.38835
345,2014-15,Pierce,Clover Park School District,LAKE LOUISE ELEMENTARY SCHOOL,0.45763
346,2014-15,Pierce,Clover Park School District,DOWER ELEMENTARY SCHOOL,0.44643
347,2014-15,Pierce,Clover Park School District,OAKWOOD ELEMENTARY SCHOOL (CLOSED AFTER 2014-2015 SCHOOL YEAR),0.54839
348,2014-15,Pierce,Franklin Pierce School District,COLLINS ELEMENTARY,0.10256
349,2014-15,Pierce,Franklin Pierce School District,CENTRAL AVENUE ELEMENTARY,0.51724
350,2014-15,Pierce,Franklin Pierce School District,JAMES SALES ELEMENTARY,0.4
351,2014-15,Pierce,Franklin Pierce School District,HARVARD ELEMENTARY,0.06024
352,2014-15,Pierce,Franklin Pierce School District,BROOKDALE ELEMENTARY,0.51282
353,2014-15,Pierce,Franklin Pierce School District,CHRISTENSEN ELEMENTARY,0.23171
354,2014-15,Pierce,Franklin Pierce School District,ELMHURST ELEMENTARY SCHOOL,0.33766
355,2014-15,Pierce,Bethel School District,SPANAWAY ELEMENTARY,0.23729
356,2014-15,Pierce,Bethel School District,ROY ELEMENTARY,0.38182
357,2014-15,Pierce,Bethel School District,CHESTER H THOMPSON ELEMENTARY,0.63415
358,2014-15,Pierce,Bethel School District,EVERGREEN ELEMENTARY,0.5
359,2014-15,Pierce,Bethel School District,CAMAS PRAIRIE ELEMENTARY,0.67021
360,2014-15,Pierce,Bethel School District,CENTENNIAL ELEMENTARY,0.62319
361,2014-15,Pierce,Eatonville School District,EATONVILLE ELEMENTARY SCHOOL,0.47273
362,2014-15,Pierce,Eatonville School District,WEYERHAEUSER ELEMENTARY,0.63415
363,2014-15,Pierce,Eatonville School District,COLUMBIA CREST A-STEM ACADEMY,1
364,2014-15,Pierce,White River School District,ELK RIDGE ELEMENTARY,0.2
365,2014-15,Pierce,White River School District,WILKESON ELEMENTARY SCHOOL,0.35897
366,2014-15,Pierce,White River School District,FOOTHILLS ELEMENTARY,0.46667
367,2014-15,Pierce,White River School District,MOUNTAIN MEADOW ELEMENTARY,0.5
368,2014-15,Pierce,Fife School District,DISCOVERY PRIMARY SCHOOL,0.45993
369,2014-15,,Orcas Island School District,ORCAS ISLAND ELEMENTARY SCHOOL,0.88889
370,2014-15,,Orcas Island School District,WALDRON ISLAND SCHOOL,
371,2014-15,,Lopez School District,LOPEZ ELEMENTARY SCHOOL,0.52381
372,2014-15,Skagit,Concrete School District,CONCRETE ELEMENTARY,0.42857
373,2014-15,Skagit,Burlington-Edison School District,EDISON ELEMENTARY,0.63043
374,2014-15,Skagit,Burlington-Edison School District,WEST VIEW ELEMENTARY,0.21239
375,2014-15,Skagit,Burlington-Edison School District,ALLEN ELEMENTARY,0.08333
376,2014-15,Skagit,Burlington-Edison School District,BAY VIEW ELEMENTARY,0.61224
377,2014-15,Skagit,Sedro-Woolley School District,CENTRAL ELEMENTARY SCHOOL,0.5082
378,2014-15,Skagit,Sedro-Woolley School District,BIG LAKE ELEMENTARY SCHOOL,0.68085
379,2014-15,Skagit,Sedro-Woolley School District,LYMAN ELEMENTARY SCHOOL,0.5
380,2014-15,Skagit,Sedro-Woolley School District,MARY PURCELL ELEMENTARY SCHOOL,0.46575
381,2014-15,Skagit,Sedro-Woolley School District,SAMISH ELEMENTARY SCHOOL,0.31818
382,2014-15,Skagit,Sedro-Woolley School District,CLEAR LAKE ELEMENTARY SCHOOL,0.54286
383,2014-15,Skagit,Sedro-Woolley School District,EVERGREEN ELEMENTARY SCHOOL,0.43548
384,2014-15,Skagit,Anacortes School District,WHITNEY EARLY CHILDHOOD EDUCATION CENTER,0.57143
385,2014-15,Skagit,Mount Vernon School District,LINCOLN ELEMENTARY SCHOOL (CLOSED AFTER 2018-2019 SCHOOL YEAR),0.45161
386,2014-15,Skagit,Mount Vernon School District,WASHINGTON ELEMENTARY SCHOOL,0.23529
387,2014-15,Skagit,Mount Vernon School District,MADISON ELEMENTARY,0.23864
388,2014-15,Skagit,Mount Vernon School District,JEFFERSON ELEMENTARY,0.26667
389,2014-15,Skagit,Mount Vernon School District,LITTLE MOUNTAIN ELEMENTARY,0.32479
390,2014-15,,Skamania School District,SKAMANIA ELEMENTARY,1
391,2014-15,Skagit,Mount Vernon School District,CENTENNIAL ELEMENTARY SCHOOL,0.31183
392,2014-15,Skamania,Stevenson-Carson School District,STEVENSON ELEMENTARY,0.59091
393,2014-15,Snohomish,Everett School District,GARFIELD ELEMENTARY SCHOOL,0.30769
394,2014-15,Snohomish,Everett School District,SILVER LAKE ELEMENTARY,0.4898
395,2014-15,Snohomish,Everett School District,MADISON ELEMENTARY,0.23611
396,2014-15,Snohomish,Everett School District,JACKSON ELEMENTARY SCHOOL,0.20253
397,2014-15,Snohomish,Everett School District,WHITTIER ELEMENTARY,0.71951
398,2014-15,Snohomish,Everett School District,LOWELL ELEMENTARY,0.48611
399,2014-15,Snohomish,Everett School District,HAWTHORNE ELEMENTARY SCHOOL,0.32353
400,2014-15,Snohomish,Everett School District,VIEW RIDGE ELEMENTARY,0.79167
401,2014-15,Snohomish,Everett School District,EMERSON ELEMENTARY SCHOOL,0.31633
402,2014-15,Snohomish,Everett School District,MONROE ELEMENTARY,0.57955
403,2014-15,Snohomish,Everett School District,WOODSIDE ELEMENTARY,0.41732
404,2014-15,Snohomish,Everett School District,MILL CREEK ELEMENTARY,0.85106
405,2014-15,Snohomish,Everett School District,CEDAR WOOD ELEMENTARY,0.90909
406,2014-15,Snohomish,Lake Stevens School District,HILLCREST ELEMENTARY SCHOOL,0.56
407,2014-15,Snohomish,Edmonds School District,LYNNDALE ELEMENTARY,0.37879
408,2014-15,Snohomish,Edmonds School District,MOUNTLAKE TERRACE ELEMENTARY,0.60526
409,2014-15,Snohomish,Edmonds School District,BEVERLY ELEMENTARY,0.45205
410,2014-15,Snohomish,Edmonds School District,CEDAR VALLEY COMMUNITY SCHOOL,0.34247
411,2014-15,Snohomish,Edmonds School District,SPRUCE ELEMENTARY,0.30986
412,2014-15,Snohomish,Edmonds School District,LYNNWOOD ELEMENTARY,0.42857
413,2014-15,Snohomish,Edmonds School District,MEADOWDALE ELEMENTARY,0.42029
414,2014-15,Snohomish,Edmonds School District,CHASE LAKE ELEMENTARY,0.53191
415,2014-15,Snohomish,Edmonds School District,OAK HEIGHTS ELEMENTARY,0.17391
416,2014-15,Snohomish,Edmonds School District,COLLEGE PLACE ELEMENTARY,0.34043
417,2014-15,Snohomish,Arlington School District,STILLAGUAMISH VALLEY LEARNING CENTER,0.05882
418,2014-15,Snohomish,Arlington School District,PRESIDENTS ELEMENTARY,0.2381
419,2014-15,Snohomish,Arlington School District,EAGLE CREEK ELEMENTARY,0.875
420,2014-15,Snohomish,Arlington School District,KENT PRAIRIE ELEMENTARY,0.2381
421,2014-15,Snohomish,Arlington School District,PIONEER ELEMENTARY,0.68421
422,2014-15,Snohomish,Marysville School District,SHOULTES ELEMENTARY,0.62667
423,2014-15,Snohomish,Marysville School District,TULALIP ELEMENTARY (CLOSED AFTER 2014-2015 SCHOOL YEAR),0.32432
424,2014-15,Snohomish,Marysville School District,PINEWOOD ELEMENTARY,0.30769
425,2014-15,Snohomish,Marysville School District,LIBERTY ELEMENTARY,0.31667
426,2014-15,Snohomish,Marysville School District,MARSHALL ELEMENTARY,0.39785
427,2014-15,Snohomish,Marysville School District,QUIL CEDA ELEMENTARY (CLOSED AFTER 2014-2015 SCHOOL YEAR),0.26667
428,2014-15,,Index Elementary School District 63,INDEX ELEMENTARY SCHOOL DISTRICT 63,1
429,2014-15,Snohomish,Monroe School District,FRANK WAGNER ELEMENTARY,0.28182
430,2014-15,Snohomish,Sultan School District,GOLD BAR ELEMENTARY,0.63043
431,2014-15,Snohomish,Darrington School District,DARRINGTON ELEMENTARY SCHOOL,0.2069
432,2014-15,Snohomish,Granite Falls School District,MOUNTAIN WAY ELEMENTARY,0.78125
433,2014-15,Snohomish,Granite Falls School District,MONTE CRISTO ELEMENTARY,0.37209
434,2014-15,Spokane,Spokane School District,ROOSEVELT ELEMENTARY,0.53333
435,2014-15,Spokane,Spokane School District,STEVENS ELEMENTARY,0.17895
436,2014-15,Spokane,Spokane School District,WILLARD ELEMENTARY,0.17568
437,2014-15,Spokane,Spokane School District,FRANCES SCOTT ELEMENTARY,0.03846
438,2014-15,Spokane,Spokane School District,JEFFERSON ELEMENTARY,0.35821
439,2014-15,Spokane,Spokane School District,FRANKLIN ELEMENTARY,0.35593
440,2014-15,Spokane,Spokane School District,AUDUBON ELEMENTARY,0.17808
441,2014-15,Spokane,Spokane School District,COOPER ELEMENTARY,0.12195
442,2014-15,Spokane,Spokane School District,BEMISS ELEMENTARY,0.14103
443,2014-15,Spokane,Spokane School District,ADAMS ELEMENTARY,0.13725
444,2014-15,Spokane,Spokane School District,WHITMAN ELEMENTARY,0.07865
445,2014-15,Spokane,Spokane School District,BROWNE ELEMENTARY,0.53226
446,2014-15,Spokane,Spokane School District,HUTTON ELEMENTARY,0.61842
447,2014-15,Spokane,Spokane School District,WILSON ELEMENTARY,0.41176
448,2014-15,Spokane,Spokane School District,FINCH ELEMENTARY,0.1375
449,2014-15,Spokane,Spokane School District,ARLINGTON ELEMENTARY,0.16981
450,2014-15,Spokane,Spokane School District,MADISON ELEMENTARY,0.52727
451,2014-15,Spokane,Spokane School District,RIDGEVIEW ELEMENTARY,0.16667
452,2014-15,Spokane,Spokane School District,LINCOLN HEIGHTS ELEMENTARY,0.13889
453,2014-15,Spokane,Spokane School District,LIDGERWOOD ELEMENTARY,0.22222
454,2014-15,Spokane,Spokane School District,HAMBLEN ELEMENTARY,0.57471
455,2014-15,Spokane,Spokane School District,WESTVIEW ELEMENTARY,0.47826
456,2014-15,Spokane,Spokane School District,LINWOOD ELEMENTARY,0.36765
457,2014-15,Spokane,Spokane School District,BALBOA ELEMENTARY,0.5
458,2014-15,Spokane,Spokane School District,INDIAN TRAIL ELEMENTARY,0.6087
459,2014-15,Spokane,Spokane School District,LONGFELLOW ELEMENTARY,0.21795
460,2014-15,Spokane,Spokane School District,LOGAN ELEMENTARY,0.04938
461,2014-15,Spokane,Spokane School District,GARFIELD ELEMENTARY,0.12821
462,2014-15,Spokane,Spokane School District,GRANT ELEMENTARY,0.26316
463,2014-15,Spokane,Spokane School District,MULLAN ROAD ELEMENTARY,0.25714
464,2014-15,Spokane,Spokane School District,WOODRIDGE ELEMENTARY,0.34426
465,2014-15,Spokane,Spokane School District,MORAN PRAIRIE ELEMENTARY,0.45349
466,2014-15,Spokane,Mead School District,SHILOH HILLS ELEMENTARY,0.22368
467,2014-15,Spokane,Central Valley School District,OPPORTUNITY ELEMENTARY,0.52308
468,2014-15,Spokane,Central Valley School District,BROADWAY ELEMENTARY,0.38889
469,2014-15,Spokane,Central Valley School District,PROGRESS ELEMENTARY SCHOOL,0.55
470,2014-15,Spokane,Central Valley School District,UNIVERSITY ELEMENTARY SCHOOL,0.51282
471,2014-15,Spokane,Central Valley School District,MCDONALD ELEMENTARY SCHOOL,0.38095
472,2014-15,Spokane,Central Valley School District,ADAMS ELEMENTARY,0.78571
473,2014-15,Spokane,Cheney School District,SUNSET ELEMENTARY,0.44928
474,2014-15,Spokane,Cheney School District,BETZ ELEMENTARY,0.80328
475,2014-15,Spokane,Cheney School District,WINDSOR ELEMENTARY,0.74324
476,2014-15,Spokane,Cheney School District,SALNAVE ELEMENTARY,0.64286
477,2014-15,Spokane,East Valley School District (Spokane),CONTINUOUS CURRICULUM SCHOOL,0.3871
478,2014-15,Spokane,East Valley School District (Spokane),TRENT SCHOOL,0.21875
479,2014-15,Spokane,East Valley School District (Spokane),OTIS ORCHARDS SCHOOL,0.58462
480,2014-15,Spokane,East Valley School District (Spokane),TRENTWOOD SCHOOL,0.6
481,2014-15,Spokane,East Valley School District (Spokane),EAST FARMS STEAM SCHOOL,0.11628
482,2014-15,Spokane,West Valley School District (Spokane),SETH WOODARD ELEMENTARY,0.21739
483,2014-15,Spokane,West Valley School District (Spokane),ORCHARD CENTER ELEMENTARY,0.48333
484,2014-15,Spokane,West Valley School District (Spokane),PASADENA PARK ELEMENTARY,0.45833
485,2014-15,Spokane,West Valley School District (Spokane),NESS ELEMENTARY,0.62903
486,2014-15,Spokane,Deer Park School District,DEER PARK ELEMENTARY,0.49194
487,2014-15,,Riverside School District,CHATTAROY ELEMENTARY,0.34146
488,2014-15,,Riverside School District,RIVERSIDE ELEMENTARY,0.13636
489,2014-15,,Onion Creek School District,ONION CREEK ELEMENTARY,
490,2014-15,Stevens,Chewelah School District,GESS ELEMENTARY,0.53659
491,2014-15,Stevens,Valley School District,VALLEY SCHOOL,0.73684
492,2014-15,Stevens,Colville School District,HOFSTETTER ELEMENTARY,0.19417
493,2014-15,,Loon Lake School District,LOON LAKE ELEMENTARY SCHOOL,0.14286
494,2014-15,,Summit Valley School District,SUMMIT VALLEY SCHOOL,0.9
495,2014-15,,Evergreen School District (Stevens),EVERGREEN SCHOOL,
496,2014-15,Stevens,Mary Walker School District,SPRINGDALE ELEMENTARY,0.42857
497,2014-15,Stevens,Northport School District,NORTHPORT ELEMENTARY SCHOOL,
498,2014-15,Stevens,Kettle Falls School District,KETTLE FALLS ELEMENTARY SCHOOL,0.69231
499,2014-15,Thurston,Yelm School District,FORT STEVENS ELEMENTARY,0.72727
500,2014-15,Thurston,North Thurston Public Schools,LYDIA HAWK ELEMENTARY,0.70588
501,2014-15,Thurston,North Thurston Public Schools,LACEY ELEMENTARY,0.57831
502,2014-15,Thurston,North Thurston Public Schools,MEADOWS ELEMENTARY,0.72881
503,2014-15,Thurston,North Thurston Public Schools,PLEASANT GLADE ELEMENTARY,0.27419
504,2014-15,Thurston,Olympia School District,GARFIELD ELEMENTARY SCHOOL,0.5
505,2014-15,Thurston,Rainier School District,RAINIER ELEMENTARY SCHOOL,0.58333
506,2014-15,Thurston,Rochester School District,ROCHESTER PRIMARY SCHOOL,0.39521
507,2014-15,Wahkiakum,Wahkiakum School District,JULIUS A WENDT ELEMENTARY/JOHN C THOMAS MIDDLE SCHOOL,0.58621
508,2014-15,,Dixie School District,DIXIE ELEMENTARY SCHOOL,
509,2014-15,Walla Walla,Walla Walla Public Schools,BERNEY ELEMENTARY SCHOOL,0.275
510,2014-15,Walla Walla,Walla Walla Public Schools,GREEN PARK ELEMENTARY SCHOOL,0.26866
511,2014-15,Walla Walla,Walla Walla Public Schools,PROSPECT POINT ELEMENTARY,0.38028
512,2014-15,Walla Walla,Walla Walla Public Schools,EDISON ELEMENTARY SCHOOL,0.41772
513,2014-15,Walla Walla,Walla Walla Public Schools,SHARPSTEIN ELEMENTARY SCHOOL,0.32877
514,2014-15,Walla Walla,Walla Walla Public Schools,BLUE RIDGE ELEMENTARY,0.23288
515,2014-15,Walla Walla,College Place School District,DAVIS ELEMENTARY,0.53425
516,2014-15,Walla Walla,Touchet School District,TOUCHET ELEM & HIGH SCHOOL,0.16667
517,2014-15,Walla Walla,Columbia (Walla Walla) School District,COLUMBIA ELEMENTARY,0.47619
518,2014-15,,Waitsburg School District,WAITSBURG ELEMENTARY SCHOOL,0.73684
519,2014-15,Walla Walla,Prescott School District,PRESCOTT ELEMENTARY SCHOOL,
520,2014-15,Whatcom,Bellingham School District,ROOSEVELT ELEMENTARY SCHOOL,0.38889
521,2014-15,Whatcom,Bellingham School District,SILVER BEACH ELEMENTARY SCHOOL,0.72464
522,2014-15,Whatcom,Bellingham School District,LOWELL ELEMENTARY SCHOOL,0.75
523,2014-15,Whatcom,Bellingham School District,GENEVA ELEMENTARY SCHOOL,0.32432
524,2014-15,Whatcom,Bellingham School District,COLUMBIA ELEMENTARY SCHOOL,0.83784
525,2014-15,Whatcom,Bellingham School District,SUNNYLAND ELEMENTARY SCHOOL,0.48148
526,2014-15,Whatcom,Bellingham School District,BIRCHWOOD ELEMENTARY SCHOOL,0.26923
527,2014-15,Whatcom,Bellingham School District,CARL COZIER ELEMENTARY SCHOOL,0.23256
528,2014-15,Whatcom,Bellingham School District,HAPPY VALLEY ELEMENTARY SCHOOL,0.65517
529,2014-15,Whatcom,Bellingham School District,ALDERWOOD ELEMENTARY SCHOOL,0.52273
530,2014-15,Whatcom,Bellingham School District,PARKVIEW ELEMENTARY SCHOOL,0.95652
531,2014-15,Whatcom,Bellingham School District,NORTHERN HEIGHTS ELEMENTARY SCHL,0.44068
532,2014-15,Whatcom,Ferndale School District,CENTRAL ELEMENTARY,0.79592
533,2014-15,Whatcom,Ferndale School District,LUMMI TRIBAL ELEMENTARY SCHOOL(CLOSED),0.09375
534,2014-15,Whatcom,Lynden School District,FISHER ELEMENTARY SCHOOL,0.23684
535,2014-15,Whatcom,Lynden School District,VOSSBECK ELEMENTARY SCHOOL,0.52459
536,2014-15,Whatcom,Nooksack Valley School District,SUMAS ELEMENTARY,0.31579
537,2014-15,Whatcom,Nooksack Valley School District,EVERSON ELEMENTARY,0.43243
538,2014-15,Whatcom,Nooksack Valley School District,NOOKSACK ELEMENTARY,0.56667
539,2014-15,Whatcom,Mount Baker School District,ACME ELEMENTARY,0.53125
540,2014-15,Whatcom,Mount Baker School District,HARMONY ELEMENTARY,0.7193
541,2014-15,Whatcom,Mount Baker School District,KENDALL ELEMENTARY,0.63158
542,2014-15,Whitman,Tekoa School District,TEKOA ELEMENTARY SCHOOL,0.81818
543,2014-15,Whitman,Rosalia School District,ROSALIA ELEMENTARY & SECONDARY SCHOOL,0.4
544,2014-15,,Union Gap School District,UNION GAP SCHOOL,0.27692
545,2014-15,Yakima,Yakima School District,MCKINLEY ELEMENTARY SCHOOL,0.11594
546,2014-15,Yakima,Yakima School District,RIDGEVIEW ELEMENTARY,0.22951
547,2014-15,Yakima,Yakima School District,ROOSEVELT ELEMENTARY SCHOOL,0.10526
548,2014-15,Yakima,Yakima School District,ADAMS ELEMENTARY SCHOOL,0.27358
549,2014-15,Yakima,Yakima School District,HOOVER ELEMENTARY SCHOOL,0.13675
550,2014-15,Yakima,Yakima School District,GILBERT ELEMENTARY SCHOOL,0.21111
551,2014-15,Yakima,Yakima School District,NOB HILL ELEMENTARY SCHOOL,0.39785
552,2014-15,Yakima,Yakima School District,MCCLURE ELEMENTARY SCHOOL,0.18367
553,2014-15,Yakima,Yakima School District,BARGE-LINCOLN ELEMENTARY SCHOOL,0.18261
554,2014-15,Yakima,Yakima School District,ROBERTSON ELEMENTARY,0.0381
555,2014-15,Yakima,Yakima School District,WHITNEY ELEMENTARY,0.2716
556,2014-15,Yakima,Yakima School District,MARTIN LUTHER KING JR ELEMENTARY,0.37634
557,2014-15,Yakima,East Valley School District (Yakima),MOXEE ELEMENTARY,0.43103
558,2014-15,Yakima,East Valley School District (Yakima),EAST VALLEY ELEMENTARY,0.24324
559,2014-15,Yakima,Selah School District,JOHN CAMPBELL PRIMARY SCHOOL (CLOSED AFTER 2014-2015 SCHOOL YEAR),0.43564
560,2014-15,Yakima,Selah School District,ROBERT S LINCE ELEMENTARY (CLOSED AFTER 2014-2015 SCHOOL YEAR),0.44805
561,2014-15,Yakima,Mabton School District,ARTZ FOX ELEMENTARY,0.13253
562,2014-15,Yakima,Grandview School District,MCCLURE ELEMENTARY SCHOOL,0.15534
563,2014-15,Yakima,Grandview School District,THOMPSON ELEMENTARY SCHOOL,0.33333
564,2014-15,Yakima,Grandview School District,SMITH ELEMENTARY SCHOOL,0.23656
565,2014-15,Yakima,Toppenish School District,GARFIELD ELEMENTARY SCHOOL,0.2459
566,2014-15,Yakima,Toppenish School District,LINCOLN ELEMENTARY SCHOOL,0.36667
567,2014-15,Yakima,Toppenish School District,KIRKWOOD ELEMENTARY SCHOOL,0.21528
568,2014-15,Yakima,Highland School District,MARCUS WHITMAN-COWICHE ELEMENTARY,0.2125
569,2014-15,Yakima,Granger School District,ROOSEVELT ELEMENTARY,0.12821
570,2014-15,Yakima,Zillah School District,HILTON ELEMENTARY SCHOOL,0.50549
571,2014-15,Yakima,Wapato School District,SATUS ELEMENTARY,0.11864
572,2014-15,Yakima,Wapato School District,CAMAS ELEMENTARY (CLOSED AFTER 2017-2018 SCHOOL YEAR),0.12245
573,2014-15,Yakima,Wapato School District,ADAMS ELEMENTARY,0.475
574,2014-15,Yakima,West Valley School District (Yakima),WIDE HOLLOW ELEMENTARY,0.63636
575,2014-15,Yakima,West Valley School District (Yakima),MOUNTAINVIEW ELEMENTARY,0.35294
576,2014-15,Yakima,West Valley School District (Yakima),AHTANUM VALLEY ELEMENTARY,0.43396
577,2014-15,Yakima,West Valley School District (Yakima),SUMMITVIEW ELEMENTARY,0.71642
578,2014-15,Yakima,West Valley School District (Yakima),APPLE VALLEY ELEMENTARY,0.74419
579,2014-15,Yakima,West Valley School District (Yakima),COTTONWOOD ELEMENTARY SCHOOL,0.68675
